join_date,department_name,emp_name,total_salary,salary,bonus
2016-05-13,Sales,Employee_5188,104004,77940,26064.0
2016-05-12,Sales,Employee_5538,61554,33722,27832.0
2016-05-08,Sales,Employee_3043,113764,94927,18837.0
2016-05-01,Sales,Employee_5451,61580,55978,5602.0
2016-04-30,Sales,Employee_8878,86800,58299,28501.0
2016-04-29,Sales,Employee_515,97439,83046,14393.0
2016-04-28,Sales,Employee_7631,70600,56620,13980.0
2016-04-19,Sales,Employee_629,82068,56836,25232.0
2016-04-14,Sales,Employee_5374,100791,75939,24852.0
2016-04-10,Sales,Employee_3472,71190,51500,19690.0
2016-04-04,Sales,Employee_7127,105983,93862,12121.0
2016-03-31,Sales,Employee_3406,76219,68795,7424.0
2016-03-24,Sales,Employee_144,98265,80511,17754.0
2016-03-24,Sales,Employee_867,74718,50995,23723.0
2016-03-23,Sales,Employee_6202,63686,34122,29564.0
2016-03-19,Sales,Employee_9686,62375,42583,19792.0
2016-03-11,Sales,Employee_5139,48915,40909,8006.0
2016-03-09,Sales,Employee_2517,75835,65983,9852.0
2016-02-29,Sales,Employee_1020,88109,70144,17965.0
2016-02-27,Sales,Employee_9925,85851,72012,13839.0
2016-02-20,Sales,Employee_6766,94719,86543,8176.0
2016-02-16,Sales,Employee_5790,84283,56321,27962.0
2016-02-11,Sales,Employee_3841,116644,88824,27820.0
2016-02-11,Sales,Employee_8913,84137,64360,19777.0
2016-02-07,Sales,Employee_3349,66277,43776,22501.0
2016-02-06,Sales,Employee_9945,49459,32665,16794.0
2016-02-05,Sales,Employee_8763,99196,75061,24135.0
2016-02-05,Sales,Employee_452,82479,53569,28910.0
2016-01-28,Sales,Employee_6657,120193,98422,21771.0
2016-01-28,Sales,Employee_9872,100629,85596,15033.0
2016-01-17,Sales,Employee_5809,90183,74469,15714.0
2016-01-07,Sales,Employee_5465,92719,82523,10196.0
2016-01-06,Sales,Employee_2825,85751,71835,13916.0
2015-12-27,Sales,Employee_8488,91321,84757,6564.0
2015-12-25,Sales,Employee_4976,113579,85474,28105.0
2015-12-23,Sales,Employee_5263,69550,55187,14363.0
2015-12-21,Sales,Employee_8500,105281,97147,8134.0
2015-12-17,Sales,Employee_9693,75679,68416,7263.0
2015-12-15,Sales,Employee_3344,81068,71319,9749.0
2015-12-14,Sales,Employee_3625,116751,90693,26058.0
2015-12-12,Sales,Employee_9498,78322,58949,19373.0
2015-12-10,Sales,Employee_8498,111748,85891,25857.0
2015-12-01,Sales,Employee_3566,65113,53368,11745.0
2015-11-26,Sales,Employee_566,81298,71477,9821.0
2015-11-21,Sales,Employee_2337,72492,60268,12224.0
2015-11-20,Sales,Employee_287,65862,41565,24297.0
2015-11-19,Sales,Employee_623,123759,95092,28667.0
2015-11-16,Sales,Employee_1150,65886,51676,14210.0
2015-11-16,Sales,Employee_6832,42302,30393,11909.0
2015-11-11,Sales,Employee_7959,108816,92119,16697.0
2015-11-04,Sales,Employee_9628,92358,76360,15998.0
2015-10-31,Sales,Employee_6764,104859,90085,14774.0
2015-10-30,Sales,Employee_6327,86607,64787,21820.0
2015-10-30,Sales,Employee_8590,82316,60172,22144.0
2015-10-29,Sales,Employee_6008,80852,65690,15162.0
2015-10-22,Sales,Employee_3658,60048,35136,24912.0
2015-10-20,Sales,Employee_1226,103101,92723,10378.0
2015-10-19,Sales,Employee_217,55024,39678,15346.0
2015-10-17,Sales,Employee_5554,94813,66288,28525.0
2015-10-17,Sales,Employee_3703,57194,38645,18549.0
2015-10-16,Sales,Employee_1532,56160,46167,9993.0
2015-10-09,Sales,Employee_377,96056,73442,22614.0
2015-10-05,Sales,Employee_270,80716,64143,16573.0
2015-10-05,Sales,Employee_6317,72884,54718,18166.0
2015-10-04,Sales,Employee_2289,106964,79151,27813.0
2015-10-02,Sales,Employee_5886,46764,38308,8456.0
2015-09-30,Sales,Employee_80,76262,52258,24004.0
2015-09-29,Sales,Employee_7496,44794,31378,13416.0
2015-09-28,Sales,Employee_470,94756,86437,8319.0
2015-09-25,Sales,Employee_7056,111969,94948,17021.0
2015-09-14,Sales,Employee_9958,111335,98095,13240.0
2015-09-12,Sales,Employee_6874,71687,56817,14870.0
2015-09-02,Sales,Employee_5867,89583,82158,7425.0
2015-08-24,Sales,Employee_4567,57309,32998,24311.0
2015-08-18,Sales,Employee_4916,63689,34403,29286.0
2015-08-15,Sales,Employee_3531,74865,58428,16437.0
2015-08-14,Sales,Employee_7804,39141,31924,7217.0
2015-08-10,Sales,Employee_6297,91641,84254,7387.0
2015-08-10,Sales,Employee_1435,80948,59870,21078.0
2015-08-09,Sales,Employee_2461,70259,62161,8098.0
2015-08-09,Sales,Employee_6428,68482,55789,12693.0
2015-08-08,Sales,Employee_6285,69276,55785,13491.0
2015-08-08,Sales,Employee_8442,79652,55274,24378.0
2015-08-07,Sales,Employee_5545,106618,91679,14939.0
2015-08-03,Sales,Employee_3440,104504,75733,28771.0
2015-07-28,Sales,Employee_2191,77723,49439,28284.0
2015-07-26,Sales,Employee_2451,57591,35277,22314.0
2015-07-25,Sales,Employee_8688,58653,30503,28150.0
2015-07-21,Sales,Employee_433,108153,99285,8868.0
2015-07-18,Sales,Employee_5278,100593,84476,16117.0
2015-07-15,Sales,Employee_3224,105611,79681,25930.0
2015-07-04,Sales,Employee_4485,87775,68977,18798.0
2015-07-04,Sales,Employee_3491,52903,44800,8103.0
2015-07-03,Sales,Employee_5401,61585,54180,7405.0
2015-06-23,Sales,Employee_3378,99345,86202,13143.0
2015-06-18,Sales,Employee_5249,72506,55123,17383.0
2015-06-17,Sales,Employee_9164,69167,54110,15057.0
2015-06-16,Sales,Employee_274,121136,93023,28113.0
2015-06-15,Sales,Employee_8575,65854,53434,12420.0
2015-06-11,Sales,Employee_6358,65162,45120,20042.0
2015-06-10,Sales,Employee_7000,55659,31665,23994.0
2015-06-09,Sales,Employee_9803,82575,63457,19118.0
2015-06-07,Sales,Employee_3448,89171,68842,20329.0
2015-06-04,Sales,Employee_8690,62786,38947,23839.0
2015-05-30,Sales,Employee_6127,86528,60284,26244.0
2015-05-25,Sales,Employee_193,83864,55433,28431.0
2015-05-22,Sales,Employee_4464,88715,72481,16234.0
2015-05-13,Sales,Employee_308,75452,65242,10210.0
2015-05-06,Sales,Employee_3197,91603,80400,11203.0
2015-05-05,Sales,Employee_5533,88752,81845,6907.0
2015-05-05,Sales,Employee_1583,46392,38945,7447.0
2015-05-02,Sales,Employee_3490,108613,80368,28245.0
2015-04-24,Sales,Employee_6586,93605,66126,27479.0
2015-04-23,Sales,Employee_6681,79657,60976,18681.0
2015-04-18,Sales,Employee_1335,108879,81632,27247.0
2015-04-16,Sales,Employee_6849,61128,50428,10700.0
2015-04-09,Sales,Employee_7719,87990,58194,29796.0
2015-04-08,Sales,Employee_9721,77711,62956,14755.0
2015-03-31,Sales,Employee_1214,90893,69560,21333.0
2015-03-27,Sales,Employee_5711,68519,58363,10156.0
2015-03-26,Sales,Employee_8154,56063,35057,21006.0
2015-03-22,Sales,Employee_1957,70752,65607,5145.0
2015-03-13,Sales,Employee_3770,98127,91858,6269.0
2015-03-13,Sales,Employee_7167,75564,51762,23802.0
2015-03-07,Sales,Employee_4276,89732,84039,5693.0
2015-03-07,Sales,Employee_3006,69233,48008,21225.0
2015-03-03,Sales,Employee_2974,109085,83149,25936.0
2015-02-24,Sales,Employee_8066,60980,49046,11934.0
2015-02-20,Sales,Employee_8889,121074,92830,28244.0
2015-02-18,Sales,Employee_7948,119689,99561,20128.0
2015-02-13,Sales,Employee_8849,109835,86400,23435.0
2015-02-07,Sales,Employee_5855,46302,36122,10180.0
2015-02-01,Sales,Employee_4728,118437,97949,20488.0
2015-02-01,Sales,Employee_6571,67977,53333,14644.0
2015-01-28,Sales,Employee_4183,57146,36125,21021.0
2015-01-26,Sales,Employee_1913,75604,54044,21560.0
2015-01-24,Sales,Employee_7810,71146,51031,20115.0
2015-01-21,Sales,Employee_3692,72064,56955,15109.0
2015-01-19,Sales,Employee_357,97622,82967,14655.0
2015-01-18,Sales,Employee_9806,71144,41932,29212.0
2015-01-16,Sales,Employee_7992,115677,93649,22028.0
2015-01-16,Sales,Employee_2347,117425,88175,29250.0
2015-01-12,Sales,Employee_7910,107322,98315,9007.0
2015-01-12,Sales,Employee_4586,111049,92513,18536.0
2024-12-24,Marketing,Employee_7219,57064,46205,10859.0
2024-12-23,Marketing,Employee_5397,89697,71182,18515.0
2024-12-23,Marketing,Employee_1403,57226,52144,5082.0
2024-12-10,Marketing,Employee_3537,116316,98157,18159.0
2024-12-10,Marketing,Employee_3463,98889,69685,29204.0
2024-12-09,Marketing,Employee_3636,87796,74700,13096.0
2024-12-07,Marketing,Employee_785,107216,81761,25455.0
2024-12-06,Marketing,Employee_3673,94979,66397,28582.0
2024-11-27,Marketing,Employee_9779,63362,38933,24429.0
2024-11-22,Marketing,Employee_5900,125535,99245,26290.0
2024-11-18,Marketing,Employee_7022,68177,40327,27850.0
2024-11-13,Marketing,Employee_5632,68837,43784,25053.0
2024-11-12,Marketing,Employee_1869,89118,63411,25707.0
2024-11-07,Marketing,Employee_8806,123711,99131,24580.0
2024-11-05,Marketing,Employee_5267,54428,41004,13424.0
2024-11-04,Marketing,Employee_1372,116717,89507,27210.0
2024-10-29,Marketing,Employee_8609,121537,96556,24981.0
2024-10-21,Marketing,Employee_7506,59073,53763,5310.0
2024-10-20,Marketing,Employee_7724,78163,60283,17880.0
2024-10-11,Marketing,Employee_5588,55942,42437,13505.0
2024-10-07,Marketing,Employee_1805,71827,45221,26606.0
2024-09-21,Marketing,Employee_3295,59324,47187,12137.0
2024-09-19,Marketing,Employee_9856,82952,70326,12626.0
2024-09-16,Marketing,Employee_4526,106072,94578,11494.0
2024-09-08,Marketing,Employee_3073,57422,33571,23851.0
2024-09-05,Marketing,Employee_1060,103117,96103,7014.0
2024-09-01,Marketing,Employee_7905,68288,44954,23334.0
2024-09-01,Marketing,Employee_7678,54027,44819,9208.0
2024-08-31,Marketing,Employee_5164,99919,87907,12012.0
2024-08-31,Marketing,Employee_5325,66499,57186,9313.0
2024-08-27,Marketing,Employee_6682,90020,70067,19953.0
2024-08-27,Marketing,Employee_2838,56795,31236,25559.0
2024-08-26,Marketing,Employee_2148,94507,70058,24449.0
2024-08-22,Marketing,Employee_8002,104649,88451,16198.0
2024-08-17,Marketing,Employee_6042,54071,34153,19918.0
2024-08-14,Marketing,Employee_6542,105893,91797,14096.0
2024-08-13,Marketing,Employee_4799,101677,90089,11588.0
2024-08-12,Marketing,Employee_84,102208,91915,10293.0
2024-08-07,Marketing,Employee_4014,98207,90631,7576.0
2024-08-02,Marketing,Employee_5000,73937,50948,22989.0
2024-08-01,Marketing,Employee_4558,79250,58760,20490.0
2024-07-28,Marketing,Employee_9708,87545,72530,15015.0
2024-07-19,Marketing,Employee_2991,52489,45029,7460.0
2024-07-15,Marketing,Employee_1123,105959,98745,7214.0
2024-07-15,Marketing,Employee_2298,59659,46944,12715.0
2024-07-12,Marketing,Employee_8962,86779,57700,29079.0
2024-07-10,Marketing,Employee_7226,45206,36952,8254.0
2024-07-09,Marketing,Employee_974,83723,56571,27152.0
2024-07-08,Marketing,Employee_5125,95537,72876,22661.0
2024-07-08,Marketing,Employee_5874,64435,35351,29084.0
2024-06-29,Marketing,Employee_2410,70471,48254,22217.0
2024-06-28,Marketing,Employee_3131,90434,77259,13175.0
2024-06-27,Marketing,Employee_8655,110149,89398,20751.0
2024-06-27,Marketing,Employee_2024,101949,87728,14221.0
2024-06-25,Marketing,Employee_3041,107509,97285,10224.0
2024-06-25,Marketing,Employee_1605,89996,78359,11637.0
2024-06-22,Marketing,Employee_3765,111604,97752,13852.0
2024-06-22,Marketing,Employee_9943,70838,42410,28428.0
2024-06-15,Marketing,Employee_7344,57827,39993,17834.0
2024-06-13,Marketing,Employee_2287,57439,50239,7200.0
2024-06-09,Marketing,Employee_7704,105077,83140,21937.0
2024-06-08,Marketing,Employee_9525,92286,80622,11664.0
2024-06-01,Marketing,Employee_1360,70254,62228,8026.0
2024-05-13,Marketing,Employee_2358,92930,79741,13189.0
2024-05-08,Marketing,Employee_9415,107739,88491,19248.0
2024-05-07,Marketing,Employee_7534,113327,92137,21190.0
2024-05-06,Marketing,Employee_7250,68152,45430,22722.0
2024-05-05,Marketing,Employee_9790,84749,60571,24178.0
2024-05-04,Marketing,Employee_6299,60626,40796,19830.0
2024-04-28,Marketing,Employee_3113,82054,75909,6145.0
2024-04-24,Marketing,Employee_6684,108939,96105,12834.0
2024-04-18,Marketing,Employee_179,95258,81044,14214.0
2024-04-12,Marketing,Employee_852,107090,96861,10229.0
2024-04-12,Marketing,Employee_2362,81086,75534,5552.0
2024-04-03,Marketing,Employee_8736,92605,72028,20577.0
2024-04-02,Marketing,Employee_8372,73085,59218,13867.0
2024-04-02,Marketing,Employee_7034,71009,48007,23002.0
2024-04-01,Marketing,Employee_297,101275,71965,29310.0
2024-03-28,Marketing,Employee_2074,99831,70000,29831.0
2024-03-24,Marketing,Employee_8757,76430,62850,13580.0
2024-03-23,Marketing,Employee_5727,96772,85619,11153.0
2024-03-22,Marketing,Employee_5161,91787,86399,5388.0
2024-03-14,Marketing,Employee_7001,56828,36918,19910.0
2024-03-12,Marketing,Employee_5158,104671,80528,24143.0
2024-03-08,Marketing,Employee_9782,51439,39906,11533.0
2024-03-02,Marketing,Employee_1055,99409,75775,23634.0
2024-03-01,Marketing,Employee_6823,69802,54346,15456.0
2024-02-29,Marketing,Employee_6742,72055,51485,20570.0
2024-02-23,Marketing,Employee_1290,86019,75299,10720.0
2024-02-22,Marketing,Employee_2060,43561,38262,5299.0
2024-02-20,Marketing,Employee_2677,95751,89204,6547.0
2024-02-19,Marketing,Employee_3298,80831,59949,20882.0
2024-02-19,Marketing,Employee_1601,52024,43156,8868.0
2024-02-18,Marketing,Employee_9663,115119,89424,25695.0
2024-02-16,Marketing,Employee_2929,92705,86485,6220.0
2024-02-14,Marketing,Employee_1301,74636,68002,6634.0
2024-02-13,Marketing,Employee_2273,54357,34723,19634.0
2024-02-01,Marketing,Employee_6063,87822,69585,18237.0
2024-01-25,Marketing,Employee_7187,108244,93008,15236.0
2024-01-21,Marketing,Employee_9015,108048,97852,10196.0
2024-01-21,Marketing,Employee_4128,105420,76865,28555.0
2024-01-20,Marketing,Employee_6068,88890,74378,14512.0
2024-01-14,Marketing,Employee_6192,119215,96550,22665.0
2024-01-13,Marketing,Employee_3081,123534,94527,29007.0
2024-01-12,Marketing,Employee_2005,91197,84176,7021.0
2024-01-12,Marketing,Employee_7673,59199,48837,10362.0
2024-01-11,Marketing,Employee_1738,117733,98772,18961.0
2024-01-10,Marketing,Employee_7417,113823,98197,15626.0
2024-01-09,Marketing,Employee_3100,68876,57182,11694.0
2024-01-08,Marketing,Employee_9916,107072,86342,20730.0
2023-12-30,Marketing,Employee_4420,44681,33841,10840.0
2023-12-28,Marketing,Employee_2317,47147,30972,16175.0
2023-12-25,Marketing,Employee_7340,85661,63993,21668.0
2023-12-16,Marketing,Employee_5821,59402,46092,13310.0
2023-12-13,Marketing,Employee_8174,77844,57944,19900.0
2023-12-09,Marketing,Employee_2887,73329,56622,16707.0
2023-12-01,Marketing,Employee_8880,79542,71119,8423.0
2023-11-28,Marketing,Employee_8239,64454,54318,10136.0
2023-11-24,Marketing,Employee_8008,64381,52972,11409.0
2023-11-21,Marketing,Employee_3048,57923,50319,7604.0
2023-11-20,Marketing,Employee_6332,86079,80344,5735.0
2023-11-18,Marketing,Employee_1531,57329,46593,10736.0
2023-11-15,Marketing,Employee_6269,99540,73884,25656.0
2023-11-12,Marketing,Employee_6342,80035,64563,15472.0
2023-11-09,Marketing,Employee_6468,68465,57081,11384.0
2023-11-03,Marketing,Employee_6302,91260,80978,10282.0
2023-10-25,Marketing,Employee_3845,109102,98480,10622.0
2023-10-25,Marketing,Employee_7972,100482,92232,8250.0
2023-10-22,Marketing,Employee_1876,57191,37946,19245.0
2023-10-21,Marketing,Employee_3179,110434,81599,28835.0
2023-10-19,Marketing,Employee_3328,94243,68787,25456.0
2023-10-18,Marketing,Employee_3322,50340,31504,18836.0
2023-10-17,Marketing,Employee_9699,66452,54225,12227.0
2023-10-05,Marketing,Employee_1206,79134,73237,5897.0
2023-09-27,Marketing,Employee_3687,79925,74514,5411.0
2023-09-23,Marketing,Employee_692,87865,71504,16361.0
2023-09-19,Marketing,Employee_4599,65582,51944,13638.0
2023-09-14,Marketing,Employee_2713,56618,49299,7319.0
2023-09-12,Marketing,Employee_187,63779,56445,7334.0
2023-09-08,Marketing,Employee_1219,71758,60985,10773.0
2023-09-05,Marketing,Employee_9605,94671,65744,28927.0
2023-09-04,Marketing,Employee_8715,102727,74344,28383.0
2023-09-02,Marketing,Employee_360,66842,52340,14502.0
2023-08-30,Marketing,Employee_8718,98001,89595,8406.0
2023-08-30,Marketing,Employee_4313,74550,61571,12979.0
2023-08-28,Marketing,Employee_4758,57274,37784,19490.0
2023-08-23,Marketing,Employee_8512,94708,77838,16870.0
2023-08-23,Marketing,Employee_7162,76270,53148,23122.0
2023-08-23,Marketing,Employee_9554,63386,35725,27661.0
2023-08-19,Marketing,Employee_4492,81872,66417,15455.0
2023-08-16,Marketing,Employee_6006,116433,91407,25026.0
2023-08-16,Marketing,Employee_5191,58328,42467,15861.0
2023-08-15,Marketing,Employee_3749,75524,45615,29909.0
2023-08-15,Marketing,Employee_9597,57007,35589,21418.0
2023-08-12,Marketing,Employee_3829,87514,71524,15990.0
2023-08-07,Marketing,Employee_5590,80708,57618,23090.0
2023-08-05,Marketing,Employee_7448,59228,46820,12408.0
2023-08-05,Marketing,Employee_9580,51256,33573,17683.0
2023-08-04,Marketing,Employee_3597,119455,99776,19679.0
2023-08-03,Marketing,Employee_2854,75228,51703,23525.0
2023-07-31,Marketing,Employee_1906,50891,42905,7986.0
2023-07-30,Marketing,Employee_2951,51407,33159,18248.0
2023-07-27,Marketing,Employee_6444,80486,55594,24892.0
2023-07-21,Marketing,Employee_6472,73881,67203,6678.0
2023-07-12,Marketing,Employee_8454,101394,79615,21779.0
2023-07-12,Marketing,Employee_1077,92512,76313,16199.0
2023-07-12,Marketing,Employee_4408,94079,67249,26830.0
2023-07-09,Marketing,Employee_1759,104243,82527,21716.0
2023-07-09,Marketing,Employee_2153,98074,74470,23604.0
2023-07-08,Marketing,Employee_3819,80413,56641,23772.0
2023-07-05,Marketing,Employee_5568,60255,44012,16243.0
2023-06-29,Marketing,Employee_1145,69160,55888,13272.0
2023-06-29,Marketing,Employee_4588,63038,46219,16819.0
2023-06-29,Marketing,Employee_8714,42981,32424,10557.0
2023-06-27,Marketing,Employee_4802,108175,86325,21850.0
2023-06-20,Marketing,Employee_2680,107882,86764,21118.0
2023-06-17,Marketing,Employee_5215,44489,37734,6755.0
2023-06-16,Marketing,Employee_9682,66343,44017,22326.0
2023-06-01,Marketing,Employee_8924,59373,51803,7570.0
2023-05-28,Marketing,Employee_5392,61895,51773,10122.0
2023-05-27,Marketing,Employee_339,79704,68653,11051.0
2023-05-24,Marketing,Employee_6352,56472,44199,12273.0
2023-05-20,Marketing,Employee_8165,64843,46217,18626.0
2023-05-16,Marketing,Employee_3392,69048,39102,29946.0
2023-05-11,Marketing,Employee_9236,119652,99859,19793.0
2023-05-11,Marketing,Employee_4459,44751,31935,12816.0
2023-05-10,Marketing,Employee_8091,69846,57546,12300.0
2023-05-01,Marketing,Employee_7311,89251,79013,10238.0
2023-04-29,Marketing,Employee_7320,104535,97863,6672.0
2023-04-20,Marketing,Employee_575,113291,83520,29771.0
2023-04-15,Marketing,Employee_3509,78760,63292,15468.0
2023-04-14,Marketing,Employee_7482,70124,62544,7580.0
2023-04-11,Marketing,Employee_9764,77647,52584,25063.0
2023-04-06,Marketing,Employee_964,110401,88764,21637.0
2023-04-03,Marketing,Employee_8528,65024,36732,28292.0
2023-03-29,Marketing,Employee_9408,84773,69866,14907.0
2023-03-25,Marketing,Employee_8437,99404,82195,17209.0
2023-03-25,Marketing,Employee_5341,77575,64062,13513.0
2023-03-20,Marketing,Employee_382,74493,54809,19684.0
2023-03-16,Marketing,Employee_6496,80904,55522,25382.0
2023-03-16,Marketing,Employee_3050,50475,45412,5063.0
2023-03-15,Marketing,Employee_711,67144,53641,13503.0
2023-03-13,Marketing,Employee_8351,93955,81332,12623.0
2023-03-12,Marketing,Employee_1018,43095,33801,9294.0
2023-03-11,Marketing,Employee_5749,107970,94459,13511.0
2023-03-11,Marketing,Employee_2823,119998,93184,26814.0
2023-03-10,Marketing,Employee_2062,80716,50785,29931.0
2023-02-28,Marketing,Employee_642,37534,31460,6074.0
2023-02-21,Marketing,Employee_6452,114573,96652,17921.0
2023-02-20,Marketing,Employee_7638,59721,47619,12102.0
2023-02-19,Marketing,Employee_4569,126299,96445,29854.0
2023-02-18,Marketing,Employee_5911,95498,88694,6804.0
2023-02-15,Marketing,Employee_2425,69284,57563,11721.0
2023-02-06,Marketing,Employee_9879,52238,32976,19262.0
2023-02-02,Marketing,Employee_2285,63658,52555,11103.0
2023-02-02,Marketing,Employee_7181,63662,47696,15966.0
2023-02-01,Marketing,Employee_9390,74161,63749,10412.0
2023-01-27,Marketing,Employee_9500,105469,96064,9405.0
2023-01-24,Marketing,Employee_1365,81723,58639,23084.0
2023-01-23,Marketing,Employee_6010,127170,97557,29613.0
2023-01-20,Marketing,Employee_3345,114020,97759,16261.0
2023-01-20,Marketing,Employee_9250,88915,63208,25707.0
2023-01-17,Marketing,Employee_5611,110990,83625,27365.0
2023-01-12,Marketing,Employee_416,84498,77553,6945.0
2023-01-11,Marketing,Employee_8121,61486,36066,25420.0
2023-01-03,Marketing,Employee_3408,108506,87402,21104.0
2023-01-02,Marketing,Employee_5504,57814,33784,24030.0
2023-01-01,Marketing,Employee_8577,98545,78001,20544.0
2022-12-30,Marketing,Employee_8935,81778,66108,15670.0
2022-12-28,Marketing,Employee_4409,68101,53849,14252.0
2022-12-24,Marketing,Employee_599,64959,54260,10699.0
2022-12-22,Marketing,Employee_5510,107571,86268,21303.0
2022-12-21,Marketing,Employee_5708,84225,59846,24379.0
2022-12-18,Marketing,Employee_6435,118011,97806,20205.0
2022-12-12,Marketing,Employee_1789,112727,84714,28013.0
2022-12-11,Marketing,Employee_3396,61694,51553,10141.0
2022-12-10,Marketing,Employee_4342,109394,87752,21642.0
2022-12-09,Marketing,Employee_3623,110817,90678,20139.0
2022-12-09,Marketing,Employee_7198,71916,49965,21951.0
2022-12-07,Marketing,Employee_9621,85397,75032,10365.0
2022-12-02,Marketing,Employee_4222,73332,50519,22813.0
2022-11-28,Marketing,Employee_563,102893,84203,18690.0
2022-11-24,Marketing,Employee_7811,122714,95164,27550.0
2022-11-24,Marketing,Employee_4809,58001,40256,17745.0
2022-11-23,Marketing,Employee_6160,81979,74390,7589.0
2022-11-21,Marketing,Employee_258,57894,40760,17134.0
2022-11-15,Marketing,Employee_4876,70972,47899,23073.0
2022-11-12,Marketing,Employee_9531,62871,57506,5365.0
2022-11-09,Marketing,Employee_1812,45704,32199,13505.0
2022-11-07,Marketing,Employee_8856,61468,50578,10890.0
2022-11-06,Marketing,Employee_6623,105552,83702,21850.0
2022-11-05,Marketing,Employee_5332,62367,33837,28530.0
2022-11-03,Marketing,Employee_530,88509,68108,20401.0
2022-11-01,Marketing,Employee_7357,49143,36356,12787.0
2022-10-27,Marketing,Employee_9601,66581,49417,17164.0
2022-10-22,Marketing,Employee_2221,84015,60312,23703.0
2022-10-21,Marketing,Employee_6009,43314,36654,6660.0
2022-10-20,Marketing,Employee_4640,55357,47297,8060.0
2022-10-17,Marketing,Employee_3685,90521,69460,21061.0
2022-10-16,Marketing,Employee_731,93795,67827,25968.0
2022-10-09,Marketing,Employee_1482,112709,92355,20354.0
2022-10-05,Marketing,Employee_4495,119875,93253,26622.0
2022-10-05,Marketing,Employee_9394,64413,47305,17108.0
2022-10-03,Marketing,Employee_3649,53002,43714,9288.0
2022-10-01,Marketing,Employee_5704,36828,30826,6002.0
2022-09-29,Marketing,Employee_4955,62485,35988,26497.0
2022-09-28,Marketing,Employee_4888,59128,33796,25332.0
2022-09-27,Marketing,Employee_63,79703,54400,25303.0
2022-09-25,Marketing,Employee_7326,82724,61688,21036.0
2022-09-24,Marketing,Employee_6923,53113,39028,14085.0
2022-09-24,Marketing,Employee_4059,50253,30638,19615.0
2022-09-12,Marketing,Employee_4816,110271,97275,12996.0
2022-09-09,Marketing,Employee_3233,101504,81697,19807.0
2022-09-08,Marketing,Employee_6274,84671,61308,23363.0
2022-09-08,Marketing,Employee_5869,82625,58082,24543.0
2022-09-07,Marketing,Employee_8178,84543,68459,16084.0
2022-09-04,Marketing,Employee_4023,92338,76696,15642.0
2022-09-01,Marketing,Employee_4866,83259,76573,6686.0
2022-08-23,Marketing,Employee_9706,98428,90910,7518.0
2022-08-18,Marketing,Employee_2231,77911,66688,11223.0
2022-08-17,Marketing,Employee_1902,119291,97078,22213.0
2022-08-14,Marketing,Employee_8369,65766,60311,5455.0
2022-08-11,Marketing,Employee_6089,72929,62143,10786.0
2022-08-10,Marketing,Employee_6210,98394,85211,13183.0
2022-08-09,Marketing,Employee_8588,80335,54409,25926.0
2022-08-07,Marketing,Employee_419,52907,43679,9228.0
2022-08-06,Marketing,Employee_7705,86433,73408,13025.0
2022-08-05,Marketing,Employee_6329,64597,45689,18908.0
2022-08-03,Marketing,Employee_4522,93678,72591,21087.0
2022-08-03,Marketing,Employee_4762,63553,42291,21262.0
2022-08-02,Marketing,Employee_457,112185,85304,26881.0
2022-08-02,Marketing,Employee_5480,66468,46915,19553.0
2022-07-31,Marketing,Employee_2091,66013,56825,9188.0
2022-07-29,Marketing,Employee_732,104990,76225,28765.0
2022-07-28,Marketing,Employee_8808,121894,95957,25937.0
2022-07-23,Marketing,Employee_8774,104728,77143,27585.0
2022-07-18,Marketing,Employee_8145,62825,36393,26432.0
2022-07-09,Marketing,Employee_7106,114311,89019,25292.0
2022-07-07,Marketing,Employee_4366,77975,58897,19078.0
2022-07-07,Marketing,Employee_8214,66788,56238,10550.0
2022-07-05,Marketing,Employee_8125,63939,38583,25356.0
2022-07-02,Marketing,Employee_9376,90373,72605,17768.0
2022-06-28,Marketing,Employee_5024,109798,85020,24778.0
2022-06-28,Marketing,Employee_9005,99171,83164,16007.0
2022-06-28,Marketing,Employee_6930,65058,55973,9085.0
2022-06-26,Marketing,Employee_1467,68267,47341,20926.0
2022-06-20,Marketing,Employee_600,100529,89607,10922.0
2022-06-19,Marketing,Employee_6465,57935,36088,21847.0
2022-06-15,Marketing,Employee_97,97236,73881,23355.0
2022-06-14,Marketing,Employee_5500,56336,32766,23570.0
2022-06-10,Marketing,Employee_3510,111976,96097,15879.0
2022-06-10,Marketing,Employee_75,87039,74200,12839.0
2022-06-01,Marketing,Employee_2877,99523,77342,22181.0
2022-05-28,Marketing,Employee_6838,104056,88308,15748.0
2022-05-24,Marketing,Employee_621,73941,61280,12661.0
2022-05-22,Marketing,Employee_4124,69498,44426,25072.0
2022-05-15,Marketing,Employee_2469,65123,46568,18555.0
2022-05-10,Marketing,Employee_5431,60825,45552,15273.0
2022-05-09,Marketing,Employee_1733,94091,86831,7260.0
2022-05-09,Marketing,Employee_4341,41707,32655,9052.0
2022-05-04,Marketing,Employee_9018,54375,41829,12546.0
2022-05-01,Marketing,Employee_8679,100537,76129,24408.0
2022-04-26,Marketing,Employee_4871,105229,90197,15032.0
2022-04-26,Marketing,Employee_7575,106042,88398,17644.0
2022-04-22,Marketing,Employee_3760,58844,52966,5878.0
2022-04-21,Marketing,Employee_546,51066,36229,14837.0
2022-04-20,Marketing,Employee_2757,83342,62525,20817.0
2022-04-20,Marketing,Employee_2281,65261,53655,11606.0
